State ,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Telangana,MEDAK,Sesamum,2014,Kharif     ,364,72,0.2
Telangana,MEDAK,Sesamum,2014,Rabi       ,246,115,0.47
Telangana,MEDAK,Sesamum,2015,Kharif     ,201,7,0.03
Telangana,MEDAK,Sesamum,2015,Rabi       ,86,24,0.28
Telangana,MEDAK,Sesamum,2016,Rabi       ,11,9,0.82
Telangana,MEDAK,Sesamum,2017,Rabi       ,3,2,0.67
Telangana,MEDAK,Sesamum,2018,Kharif     ,1,,0
Telangana,MEDAK,Sesamum,2018,Rabi       ,13,9,0.69
Telangana,MEDAK,Sesamum,2019,Kharif     ,2,,0
Telangana,MEDAK,Sesamum,2019,Rabi       ,26,17,0.65
Telangana,MEDCHAL MALKAJGIRI,Sesamum,2018,Rabi       ,26,18,0.69
Telangana,MEDCHAL MALKAJGIRI,Sesamum,2019,Kharif     ,1,,0
Telangana,MULUGU,Sesamum,2018,Rabi       ,19,13,0.68
Telangana,MULUGU,Sesamum,2019,Rabi       ,22,14,0.64
Telangana,NAGARKURNOOL,Sesamum,2016,Rabi       ,34,27,0.79
Telangana,NAGARKURNOOL,Sesamum,2017,Rabi       ,5,3,0.6
Telangana,NAGARKURNOOL,Sesamum,2018,Rabi       ,35,25,0.71
Telangana,NAGARKURNOOL,Sesamum,2019,Kharif     ,58,9,0.16
Telangana,NAGARKURNOOL,Sesamum,2019,Rabi       ,48,31,0.65
Telangana,NALGONDA,Sesamum,2013,Kharif     ,1542,327,0.21
Telangana,NALGONDA,Sesamum,2013,Rabi       ,7,3,0.43
Telangana,NALGONDA,Sesamum,2014,Kharif     ,608,57,0.09
Telangana,NALGONDA,Sesamum,2015,Kharif     ,381,32,0.08
Telangana,NALGONDA,Sesamum,2015,Rabi       ,1,0,0
Telangana,NALGONDA,Sesamum,2016,Rabi       ,98,79,0.81
Telangana,NALGONDA,Sesamum,2018,Rabi       ,12,8,0.67
Telangana,NALGONDA,Sesamum,2019,Rabi       ,2,1,0.5
Telangana,NARAYANAPET,Sesamum,2018,Kharif     ,102,16,0.16
Telangana,NARAYANAPET,Sesamum,2019,Kharif     ,77,15,0.19
Telangana,NARAYANAPET,Sesamum,2019,Rabi       ,5,3,0.6
Telangana,NIRMAL,Sesamum,2016,Rabi       ,5568,2194,0.39
Telangana,NIRMAL,Sesamum,2017,Rabi       ,3649,1427,0.39
Telangana,NIRMAL,Sesamum,2018,Rabi       ,4129,2932,0.71
Telangana,NIRMAL,Sesamum,2019,Rabi       ,6402,2535,0.4
Telangana,NIZAMABAD,Sesamum,2013,Rabi       ,4047,1623,0.4
Telangana,NIZAMABAD,Sesamum,2014,Rabi       ,5159,2409,0.47
Telangana,NIZAMABAD,Sesamum,2015,Rabi       ,2193,616,0.28
Telangana,NIZAMABAD,Sesamum,2016,Rabi       ,3225,3548,1.1
Telangana,NIZAMABAD,Sesamum,2017,Rabi       ,3853,3202,0.83
Telangana,NIZAMABAD,Sesamum,2018,Rabi       ,5303,5404,1.02
Telangana,NIZAMABAD,Sesamum,2019,Rabi       ,5595,4610,0.82
Telangana,PEDDAPALLI,Sesamum,2016,Kharif     ,20,3,0.15
Telangana,PEDDAPALLI,Sesamum,2016,Rabi       ,188,151,0.8
Telangana,PEDDAPALLI,Sesamum,2017,Rabi       ,33,19,0.58
Telangana,PEDDAPALLI,Sesamum,2018,Rabi       ,277,194,0.7
Telangana,PEDDAPALLI,Sesamum,2019,Kharif     ,1,,0
Telangana,PEDDAPALLI,Sesamum,2019,Rabi       ,26,17,0.65
Telangana,RAJANNA,Sesamum,2016,Rabi       ,151,121,0.8
Telangana,RAJANNA,Sesamum,2017,Rabi       ,126,72,0.57
Telangana,RAJANNA,Sesamum,2018,Rabi       ,151,106,0.7
Telangana,RAJANNA,Sesamum,2019,Rabi       ,56,36,0.64
Telangana,RANGAREDDI,Sesamum,2013,Kharif     ,214,49,0.23
Telangana,RANGAREDDI,Sesamum,2014,Kharif     ,236,47,0.2
Telangana,RANGAREDDI,Sesamum,2015,Kharif     ,173,6,0.03
Telangana,RANGAREDDI,Sesamum,2016,Kharif     ,32,4,0.13
Telangana,RANGAREDDI,Sesamum,2016,Rabi       ,7,6,0.86
Telangana,RANGAREDDI,Sesamum,2017,Kharif     ,1,,0
Telangana,RANGAREDDI,Sesamum,2019,Kharif     ,23,3,0.13
Telangana,RANGAREDDI,Sesamum,2019,Rabi       ,3,2,0.67
Telangana,SANGAREDDY,Sesamum,2016,Kharif     ,119,17,0.14
Telangana,SANGAREDDY,Sesamum,2016,Rabi       ,10,8,0.8
Telangana,SANGAREDDY,Sesamum,2017,Kharif     ,29,7,0.24
Telangana,SANGAREDDY,Sesamum,2017,Rabi       ,7,4,0.57
Telangana,SANGAREDDY,Sesamum,2018,Kharif     ,48,8,0.17
Telangana,SANGAREDDY,Sesamum,2019,Kharif     ,62,9,0.15
Telangana,SANGAREDDY,Sesamum,2019,Rabi       ,17,11,0.65
Telangana,SIDDIPET,Sesamum,2016,Rabi       ,68,55,0.81
Telangana,SIDDIPET,Sesamum,2017,Rabi       ,31,18,0.58
Telangana,SIDDIPET,Sesamum,2018,Rabi       ,36,25,0.69
Telangana,SIDDIPET,Sesamum,2019,Rabi       ,29,18,0.62
Telangana,SURYAPET,Sesamum,2016,Kharif     ,119,6,0.05
Telangana,SURYAPET,Sesamum,2017,Kharif     ,28,7,0.25
Telangana,SURYAPET,Sesamum,2018,Kharif     ,7,1,0.14
Telangana,VIKARABAD,Sesamum,2016,Kharif     ,33,5,0.15
Telangana,VIKARABAD,Sesamum,2017,Kharif     ,78,18,0.23
Telangana,VIKARABAD,Sesamum,2018,Kharif     ,58,10,0.17
Telangana,VIKARABAD,Sesamum,2018,Rabi       ,14,10,0.71
Telangana,VIKARABAD,Sesamum,2019,Kharif     ,43,6,0.14
Telangana,VIKARABAD,Sesamum,2019,Rabi       ,16,10,0.63
Telangana,WANAPARTHY,Sesamum,2019,Kharif     ,6,1,0.17
Telangana,WANAPARTHY,Sesamum,2019,Rabi       ,3,2,0.67
Telangana,WARANGAL,Sesamum,2013,Kharif     ,2795,593,0.21
Telangana,WARANGAL,Sesamum,2013,Rabi       ,300,120,0.4
Telangana,WARANGAL,Sesamum,2014,Kharif     ,2631,558,0.21
Telangana,WARANGAL,Sesamum,2014,Rabi       ,249,116,0.47
Telangana,WARANGAL,Sesamum,2015,Kharif     ,2229,38,0.02
Telangana,WARANGAL,Sesamum,2015,Rabi       ,129,36,0.28
Telangana,WARANGAL,Sesamum,2016,Kharif     ,56,6,0.11
Telangana,WARANGAL,Sesamum,2016,Rabi       ,71,57,0.8
Telangana,WARANGAL,Sesamum,2017,Kharif     ,7,2,0.29
Telangana,WARANGAL,Sesamum,2017,Rabi       ,14,8,0.57
Telangana,WARANGAL,Sesamum,2018,Kharif     ,9,2,0.22
Telangana,WARANGAL,Sesamum,2018,Rabi       ,10,7,0.7
Telangana,WARANGAL,Sesamum,2019,Kharif     ,4,1,0.25
Telangana,WARANGAL,Sesamum,2019,Rabi       ,24,15,0.63
Telangana,YADADRI,Sesamum,2016,Kharif     ,345,19,0.06
Telangana,YADADRI,Sesamum,2017,Kharif     ,92,13,0.14
Telangana,YADADRI,Sesamum,2018,Kharif     ,10,2,0.2
Telangana,YADADRI,Sesamum,2018,Rabi       ,2,1,0.5
Telangana,YADADRI,Sesamum,2019,Kharif     ,12,2,0.17
Telangana,YADADRI,Sesamum,2019,Rabi       ,1,1,1
Telangana,ADILABAD,Small millets,2016,Rabi       ,1,1,1
Telangana,ADILABAD,Small millets,2019,Kharif     ,43,74,1.72
Telangana,BHADRADRI,Small millets,2019,Kharif     ,2,3,1.5
Telangana,"HANUMAKONDA
",Small millets,2019,Kharif     ,11,19,1.73
Telangana,JANGOAN,Small millets,2019,Kharif     ,7,12,1.71
Telangana,JAYASHANKAR,Small millets,2019,Kharif     ,10,17,1.7
Telangana,JOGULAMBA,Small millets,2016,Kharif     ,327,307,0.94
Telangana,JOGULAMBA,Small millets,2017,Kharif     ,70,93,1.33
Telangana,JOGULAMBA,Small millets,2018,Kharif     ,30,26,0.87
Telangana,JOGULAMBA,Small millets,2019,Kharif     ,190,285,1.5
Telangana,JOGULAMBA,Small millets,2019,Rabi       ,62,93,1.5
Telangana,KAMAREDDY,Small millets,2019,Kharif     ,3,5,1.67
Telangana,KARIMNAGAR,Small millets,2019,Kharif     ,10,17,1.7
Telangana,KHAMMAM,Small millets,2019,Kharif     ,9,15,1.67
Telangana,KHAMMAM,Small millets,2019,Rabi       ,1,2,2
Telangana,KOMARAM BHEEM ASIFABAD,Small millets,2019,Kharif     ,15,26,1.73
Telangana,MAHBUBNAGAR,Small millets,2013,Kharif     ,882,665,0.75
Telangana,MAHBUBNAGAR,Small millets,2014,Kharif     ,134,85,0.63
Telangana,MAHBUBNAGAR,Small millets,2015,Kharif     ,1241,989,0.8
Telangana,MAHBUBNAGAR,Small millets,2015,Rabi       ,64,51,0.8
Telangana,MAHBUBNAGAR,Small millets,2018,Kharif     ,8,8,1
Telangana,MAHBUBNAGAR,Small millets,2019,Kharif     ,98,168,1.71
Telangana,MANCHERIAL,Small millets,2019,Kharif     ,3,5,1.67
Telangana,MEDAK,Small millets,2015,Kharif     ,5,4,0.8
Telangana,MEDAK,Small millets,2018,Rabi       ,16,16,1
Telangana,MEDAK,Small millets,2019,Kharif     ,66,113,1.71
Telangana,NAGARKURNOOL,Small millets,2016,Kharif     ,502,471,0.94
Telangana,NAGARKURNOOL,Small millets,2017,Kharif     ,218,289,1.33
Telangana,NAGARKURNOOL,Small millets,2018,Kharif     ,58,63,1.09
Telangana,NAGARKURNOOL,Small millets,2019,Kharif     ,116,238,2.05
Telangana,NAGARKURNOOL,Small millets,2019,Rabi       ,1,2,2
Telangana,NALGONDA,Small millets,2019,Kharif     ,16,27,1.69
Telangana,NARAYANAPET,Small millets,2019,Kharif     ,34,58,1.71
Telangana,NIRMAL,Small millets,2019,Kharif     ,6,10,1.67
Telangana,NIZAMABAD,Small millets,2019,Kharif     ,2,3,1.5
Telangana,PEDDAPALLI,Small millets,2019,Kharif     ,10,17,1.7
Telangana,RANGAREDDI,Small millets,2019,Kharif     ,37,63,1.7
Telangana,SANGAREDDY,Small millets,2018,Rabi       ,1,1,1
Telangana,SANGAREDDY,Small millets,2019,Kharif     ,14,24,1.71
Telangana,SURYAPET,Small millets,2018,Rabi       ,1,1,1
Telangana,SURYAPET,Small millets,2019,Kharif     ,10,17,1.7
Telangana,WANAPARTHY,Small millets,2016,Kharif     ,22,21,0.95
Telangana,WANAPARTHY,Small millets,2019,Kharif     ,52,89,1.71
Telangana,WARANGAL,Small millets,2019,Kharif     ,11,19,1.73
Telangana,YADADRI,Small millets,2018,Rabi       ,6,6,1
Telangana,YADADRI,Small millets,2019,Kharif     ,149,255,1.71
Telangana,YADADRI,Small millets,2019,Rabi       ,5,9,1.8
Telangana,ADILABAD,Soyabean,2013,Kharif     ,113558,131273,1.16
Telangana,ADILABAD,Soyabean,2014,Kharif     ,105907,87585,0.83
Telangana,ADILABAD,Soyabean,2015,Kharif     ,96367,96367,1
Telangana,ADILABAD,Soyabean,2016,Kharif     ,45795,62052,1.35
Telangana,ADILABAD,Soyabean,2017,Kharif     ,19459,30006,1.54
Telangana,ADILABAD,Soyabean,2018,Kharif     ,26451,41369,1.56
Telangana,ADILABAD,Soyabean,2019,Kharif     ,37263,67218,1.8
Telangana,BHADRADRI,Soyabean,2016,Kharif     ,19,22,1.16
Telangana,BHADRADRI,Soyabean,2017,Kharif     ,4,6,1.5
Telangana,BHADRADRI,Soyabean,2018,Kharif     ,2,3,1.5
Telangana,"HANUMAKONDA
",Soyabean,2016,Kharif     ,77,90,1.17
Telangana,"HANUMAKONDA
",Soyabean,2017,Kharif     ,1,2,2
Telangana,"HANUMAKONDA
",Soyabean,2018,Kharif     ,20,32,1.6
Telangana,"HANUMAKONDA
",Soyabean,2019,Kharif     ,18,32,1.78
Telangana,JAGITIAL,Soyabean,2016,Kharif     ,5924,11297,1.91
Telangana,JAGITIAL,Soyabean,2017,Kharif     ,2570,3583,1.39
Telangana,JAGITIAL,Soyabean,2018,Kharif     ,1352,1901,1.41
Telangana,JAGITIAL,Soyabean,2019,Kharif     ,686,1140,1.66
Telangana,JANGOAN,Soyabean,2016,Kharif     ,86,100,1.16
Telangana,JAYASHANKAR,Soyabean,2016,Kharif     ,65,76,1.17
Telangana,JOGULAMBA,Soyabean,2016,Kharif     ,9,10,1.11
Telangana,KAMAREDDY,Soyabean,2016,Kharif     ,56814,55394,0.98
Telangana,KAMAREDDY,Soyabean,2016,Rabi       ,32,31,0.97
Telangana,KAMAREDDY,Soyabean,2017,Kharif     ,33199,62481,1.88
Telangana,KAMAREDDY,Soyabean,2018,Kharif     ,36911,61420,1.66
Telangana,KAMAREDDY,Soyabean,2019,Kharif     ,36373,74243,2.04
Telangana,KARIMNAGAR,Soyabean,2013,Kharif     ,12294,19793,1.61
Telangana,KARIMNAGAR,Soyabean,2014,Kharif     ,16533,17872,1.08
Telangana,KARIMNAGAR,Soyabean,2015,Kharif     ,9328,11921,1.28
Telangana,KARIMNAGAR,Soyabean,2016,Kharif     ,118,225,1.91
Telangana,KARIMNAGAR,Soyabean,2017,Kharif     ,5,8,1.6
Telangana,KARIMNAGAR,Soyabean,2018,Kharif     ,8,13,1.63
Telangana,KHAMMAM,Soyabean,2013,Kharif     ,91,147,1.62
Telangana,KHAMMAM,Soyabean,2016,Kharif     ,21,24,1.14
Telangana,KHAMMAM,Soyabean,2017,Kharif     ,11,18,1.64
Telangana,KOMARAM BHEEM ASIFABAD,Soyabean,2016,Kharif     ,19119,25906,1.35
Telangana,KOMARAM BHEEM ASIFABAD,Soyabean,2017,Kharif     ,3624,4896,1.35
Telangana,KOMARAM BHEEM ASIFABAD,Soyabean,2018,Kharif     ,1201,1403,1.17
Telangana,KOMARAM BHEEM ASIFABAD,Soyabean,2019,Kharif     ,1544,1839,1.19
Telangana,MAHABUBABAD,Soyabean,2016,Kharif     ,6,7,1.17
Telangana,MAHABUBABAD,Soyabean,2017,Kharif     ,30,49,1.63
Telangana,MAHABUBABAD,Soyabean,2018,Kharif     ,25,40,1.6
Telangana,MAHABUBABAD,Soyabean,2019,Kharif     ,6,11,1.83
Telangana,MAHBUBNAGAR,Soyabean,2014,Kharif     ,4,4,1
Telangana,MAHBUBNAGAR,Soyabean,2016,Kharif     ,44,51,1.16
Telangana,MAHBUBNAGAR,Soyabean,2017,Kharif     ,24,39,1.63
Telangana,MAHBUBNAGAR,Soyabean,2019,Kharif     ,2,4,2
Telangana,MANCHERIAL,Soyabean,2016,Kharif     ,606,821,1.35
Telangana,MANCHERIAL,Soyabean,2017,Kharif     ,236,383,1.62
Telangana,MANCHERIAL,Soyabean,2018,Kharif     ,63,100,1.59
Telangana,MANCHERIAL,Soyabean,2019,Kharif     ,4,7,1.75
Telangana,MEDAK,Soyabean,2013,Kharif     ,15597,21758,1.4
Telangana,MEDAK,Soyabean,2014,Kharif     ,21550,22261,1.03
Telangana,MEDAK,Soyabean,2015,Kharif     ,26007,24811,0.95
Telangana,MEDAK,Soyabean,2016,Kharif     ,2562,2721,1.06
Telangana,MEDAK,Soyabean,2017,Kharif     ,208,260,1.25
Telangana,MEDAK,Soyabean,2018,Kharif     ,16,23,1.44
Telangana,MEDAK,Soyabean,2019,Kharif     ,351,633,1.8
Telangana,MEDCHAL MALKAJGIRI,Soyabean,2017,Kharif     ,2,3,1.5
Telangana,MEDCHAL MALKAJGIRI,Soyabean,2019,Kharif     ,5,9,1.8
Telangana,NAGARKURNOOL,Soyabean,2016,Kharif     ,37,43,1.16
Telangana,NALGONDA,Soyabean,2013,Kharif     ,8,13,1.63
Telangana,NALGONDA,Soyabean,2016,Kharif     ,117,136,1.16
Telangana,NIRMAL,Soyabean,2016,Kharif     ,45709,61936,1.36
Telangana,NIRMAL,Soyabean,2017,Kharif     ,35015,44854,1.28
Telangana,NIRMAL,Soyabean,2018,Kharif     ,31906,43360,1.36
Telangana,NIRMAL,Soyabean,2019,Kharif     ,44268,72304,1.63
Telangana,NIZAMABAD,Soyabean,2013,Kharif     ,99796,215559,2.16
Telangana,NIZAMABAD,Soyabean,2014,Kharif     ,97431,133286,1.37
Telangana,NIZAMABAD,Soyabean,2014,Rabi       ,117,160,1.37
Telangana,NIZAMABAD,Soyabean,2015,Kharif     ,109589,116931,1.07
Telangana,NIZAMABAD,Soyabean,2015,Rabi       ,367,392,1.07
Telangana,NIZAMABAD,Soyabean,2016,Kharif     ,57520,56082,0.98
Telangana,NIZAMABAD,Soyabean,2016,Rabi       ,1,1,1
Telangana,NIZAMABAD,Soyabean,2017,Kharif     ,40516,74387,1.84
Telangana,NIZAMABAD,Soyabean,2018,Kharif     ,33306,60983,1.83
Telangana,NIZAMABAD,Soyabean,2019,Kharif     ,27186,57573,2.12
Telangana,PEDDAPALLI,Soyabean,2016,Kharif     ,59,113,1.92
Telangana,RAJANNA,Soyabean,2016,Kharif     ,547,1043,1.91
Telangana,RAJANNA,Soyabean,2017,Kharif     ,100,162,1.62
Telangana,RAJANNA,Soyabean,2019,Kharif     ,5,9,1.8
Telangana,RANGAREDDI,Soyabean,2013,Kharif     ,952,1533,1.61
Telangana,RANGAREDDI,Soyabean,2013,Rabi       ,6,10,1.67
Telangana,RANGAREDDI,Soyabean,2014,Kharif     ,647,699,1.08
Telangana,RANGAREDDI,Soyabean,2015,Kharif     ,1326,1375,1.04
Telangana,RANGAREDDI,Soyabean,2016,Kharif     ,236,275,1.17
Telangana,RANGAREDDI,Soyabean,2017,Kharif     ,19,31,1.63
Telangana,RANGAREDDI,Soyabean,2018,Kharif     ,13,21,1.62
Telangana,SANGAREDDY,Soyabean,2016,Kharif     ,36776,39056,1.06
Telangana,SANGAREDDY,Soyabean,2017,Kharif     ,15913,23933,1.5
Telangana,SANGAREDDY,Soyabean,2018,Kharif     ,16178,22811,1.41
Telangana,SANGAREDDY,Soyabean,2019,Kharif     ,23493,34250,1.46
Telangana,SIDDIPET,Soyabean,2016,Kharif     ,691,734,1.06
Telangana,SIDDIPET,Soyabean,2017,Kharif     ,162,263,1.62
Telangana,SIDDIPET,Soyabean,2018,Kharif     ,46,73,1.59
Telangana,SIDDIPET,Soyabean,2019,Kharif     ,13,23,1.77
Telangana,VIKARABAD,Soyabean,2016,Kharif     ,3224,3759,1.17
Telangana,VIKARABAD,Soyabean,2017,Kharif     ,1162,1887,1.62
Telangana,VIKARABAD,Soyabean,2018,Kharif     ,584,998,1.71
Telangana,VIKARABAD,Soyabean,2019,Kharif     ,835,1857,2.22
Telangana,WANAPARTHY,Soyabean,2016,Kharif     ,7,8,1.14
Telangana,WARANGAL,Soyabean,2013,Kharif     ,142,229,1.61
Telangana,WARANGAL,Soyabean,2013,Rabi       ,8,13,1.63
Telangana,WARANGAL,Soyabean,2014,Kharif     ,445,481,1.08
Telangana,WARANGAL,Soyabean,2014,Rabi       ,5,5,1
Telangana,WARANGAL,Soyabean,2015,Kharif     ,185,192,1.04
Telangana,WARANGAL,Soyabean,2015,Rabi       ,27,28,1.04
Telangana,WARANGAL,Soyabean,2016,Kharif     ,216,252,1.17
Telangana,WARANGAL,Soyabean,2017,Kharif     ,22,36,1.64
Telangana,WARANGAL,Soyabean,2018,Kharif     ,31,49,1.58
Telangana,WARANGAL,Soyabean,2019,Kharif     ,40,72,1.8
Telangana,YADADRI,Soyabean,2016,Kharif     ,139,162,1.17
Telangana,YADADRI,Soyabean,2017,Kharif     ,7,11,1.57
Telangana,ADILABAD,Sugarcane,2013,Kharif     ,2,176,88
Telangana,ADILABAD,Sugarcane,2014,Kharif     ,3,263,87.67
Telangana,ADILABAD,Sugarcane,2015,Kharif     ,12,840,70
Telangana,ADILABAD,Sugarcane,2016,Kharif     ,8,651,81.38
Telangana,ADILABAD,Sugarcane,2017,Kharif     ,4,298,74.5
Telangana,ADILABAD,Sugarcane,2018,Kharif     ,8,664,83
Telangana,ADILABAD,Sugarcane,2019,Kharif     ,5,470,94
Telangana,BHADRADRI,Sugarcane,2016,Kharif     ,995,57476,57.76
Telangana,BHADRADRI,Sugarcane,2017,Kharif     ,824,70097,85.07
Telangana,BHADRADRI,Sugarcane,2018,Kharif     ,717,57003,79.5
Telangana,BHADRADRI,Sugarcane,2019,Kharif     ,458,38793,84.7
Telangana,JAGITIAL,Sugarcane,2016,Kharif     ,414,11283,27.25
Telangana,JAGITIAL,Sugarcane,2017,Kharif     ,272,21216,78
Telangana,JAGITIAL,Sugarcane,2018,Kharif     ,414,33078,79.9
Telangana,JAGITIAL,Sugarcane,2019,Kharif     ,210,16878,80.37
Telangana,JANGOAN,Sugarcane,2017,Kharif     ,10,744,74.4
Telangana,JAYASHANKAR,Sugarcane,2016,Kharif     ,1,84,84
Telangana,JOGULAMBA,Sugarcane,2016,Kharif     ,1027,41540,40.45
Telangana,JOGULAMBA,Sugarcane,2017,Kharif     ,1868,153240,82.03
Telangana,JOGULAMBA,Sugarcane,2018,Kharif     ,1959,156693,79.99
Telangana,JOGULAMBA,Sugarcane,2019,Kharif     ,353,27021,76.55
Telangana,KAMAREDDY,Sugarcane,2016,Kharif     ,3723,312292,83.88
Telangana,KAMAREDDY,Sugarcane,2017,Kharif     ,4397,342891,77.98
Telangana,KAMAREDDY,Sugarcane,2018,Kharif     ,6171,531248,86.09
Telangana,KAMAREDDY,Sugarcane,2019,Kharif     ,4883,421603,86.34
Telangana,KARIMNAGAR,Sugarcane,2013,Kharif     ,2016,165000,81.85
Telangana,KARIMNAGAR,Sugarcane,2014,Kharif     ,2046,165728,81
Telangana,KARIMNAGAR,Sugarcane,2015,Kharif     ,747,58779,78.69
Telangana,KHAMMAM,Sugarcane,2013,Kharif     ,5140,490001,95.33
Telangana,KHAMMAM,Sugarcane,2014,Kharif     ,5581,464088,83.15
Telangana,KHAMMAM,Sugarcane,2015,Kharif     ,5420,444383,81.99
Telangana,KHAMMAM,Sugarcane,2016,Kharif     ,5750,332148,57.76
Telangana,KHAMMAM,Sugarcane,2017,Kharif     ,4394,329528,74.99
Telangana,KHAMMAM,Sugarcane,2018,Kharif     ,4159,337357,81.11
Telangana,KHAMMAM,Sugarcane,2019,Kharif     ,2255,128167,56.84
Telangana,KOMARAM BHEEM ASIFABAD,Sugarcane,2016,Kharif     ,2,163,81.5
Telangana,MAHABUBABAD,Sugarcane,2016,Kharif     ,71,4101,57.76
Telangana,MAHABUBABAD,Sugarcane,2017,Kharif     ,17,1481,87.12
Telangana,MAHABUBABAD,Sugarcane,2018,Kharif     ,19,1523,80.16
Telangana,MAHABUBABAD,Sugarcane,2019,Kharif     ,7,617,88.14
Telangana,MAHBUBNAGAR,Sugarcane,2013,Kharif     ,1927,138000,71.61
Telangana,MAHBUBNAGAR,Sugarcane,2014,Kharif     ,1320,109160,82.7
Telangana,MAHBUBNAGAR,Sugarcane,2015,Kharif     ,2160,130866,60.59
Telangana,MAHBUBNAGAR,Sugarcane,2016,Kharif     ,687,27788,40.45
Telangana,MAHBUBNAGAR,Sugarcane,2017,Kharif     ,543,44508,81.97
Telangana,MAHBUBNAGAR,Sugarcane,2018,Kharif     ,193,15563,80.64
Telangana,MAHBUBNAGAR,Sugarcane,2019,Kharif     ,126,10588,84.03
Telangana,MEDAK,Sugarcane,2013,Kharif     ,21419,1857006,86.7
Telangana,MEDAK,Sugarcane,2014,Kharif     ,22076,1997436,90.48
Telangana,MEDAK,Sugarcane,2015,Kharif     ,17776,1210423,68.09
Telangana,MEDAK,Sugarcane,2016,Kharif     ,922,77390,83.94
Telangana,MEDAK,Sugarcane,2017,Kharif     ,1539,120104,78.04
Telangana,MEDAK,Sugarcane,2018,Kharif     ,1179,97464,82.67
Telangana,MEDAK,Sugarcane,2019,Kharif     ,574,55507,96.7
Telangana,MEDCHAL MALKAJGIRI,Sugarcane,2019,Kharif     ,2,188,94
Telangana,NAGARKURNOOL,Sugarcane,2017,Kharif     ,40,3264,81.6
Telangana,NAGARKURNOOL,Sugarcane,2018,Kharif     ,104,8368,80.46
Telangana,NAGARKURNOOL,Sugarcane,2019,Kharif     ,11,1034,94
Telangana,NALGONDA,Sugarcane,2013,Kharif     ,910,87000,95.6
Telangana,NALGONDA,Sugarcane,2014,Kharif     ,743,61839,83.23
Telangana,NALGONDA,Sugarcane,2015,Kharif     ,1228,108367,88.25
Telangana,NALGONDA,Sugarcane,2016,Kharif     ,538,40756,75.75
Telangana,NALGONDA,Sugarcane,2017,Kharif     ,290,21580,74.41
Telangana,NALGONDA,Sugarcane,2018,Kharif     ,278,21934,78.9
Telangana,NALGONDA,Sugarcane,2019,Kharif     ,131,10854,82.85
Telangana,NARAYANAPET,Sugarcane,2018,Kharif     ,271,21857,80.65
Telangana,NARAYANAPET,Sugarcane,2019,Kharif     ,141,11892,84.34
Telangana,NIRMAL,Sugarcane,2016,Kharif     ,6,488,81.33
Telangana,NIZAMABAD,Sugarcane,2013,Kharif     ,7032,583002,82.91
Telangana,NIZAMABAD,Sugarcane,2014,Kharif     ,5429,473572,87.23
Telangana,NIZAMABAD,Sugarcane,2015,Kharif     ,6425,388471,60.46
Telangana,NIZAMABAD,Sugarcane,2016,Kharif     ,371,31120,83.88
Telangana,NIZAMABAD,Sugarcane,2017,Kharif     ,328,25584,78
Telangana,NIZAMABAD,Sugarcane,2018,Kharif     ,446,35992,80.7
Telangana,NIZAMABAD,Sugarcane,2019,Kharif     ,229,20164,88.05
Telangana,RAJANNA,Sugarcane,2017,Kharif     ,6,446,74.33
Telangana,RAJANNA,Sugarcane,2018,Kharif     ,39,3147,80.69
Telangana,RAJANNA,Sugarcane,2019,Kharif     ,30,2820,94
Telangana,RANGAREDDI,Sugarcane,2013,Kharif     ,858,56000,65.27
Telangana,RANGAREDDI,Sugarcane,2014,Kharif     ,941,70949,75.4
Telangana,RANGAREDDI,Sugarcane,2015,Kharif     ,1126,62456,55.47
Telangana,RANGAREDDI,Sugarcane,2016,Kharif     ,3,146,48.67
Telangana,RANGAREDDI,Sugarcane,2017,Kharif     ,1,62,62
Telangana,RANGAREDDI,Sugarcane,2018,Kharif     ,32,2656,83
Telangana,RANGAREDDI,Sugarcane,2019,Kharif     ,8,609,76.13
Telangana,SANGAREDDY,Sugarcane,2016,Kharif     ,10828,908869,83.94
Telangana,SANGAREDDY,Sugarcane,2017,Kharif     ,15689,1082588,69
Telangana,SANGAREDDY,Sugarcane,2018,Kharif     ,18095,1389556,76.79
Telangana,SANGAREDDY,Sugarcane,2019,Kharif     ,13741,1041801,75.82
Telangana,SIDDIPET,Sugarcane,2017,Kharif     ,175,13650,78
Telangana,SIDDIPET,Sugarcane,2018,Kharif     ,81,6543,80.78
Telangana,SIDDIPET,Sugarcane,2019,Kharif     ,40,3760,94
Telangana,SURYAPET,Sugarcane,2016,Kharif     ,1148,86967,75.76
Telangana,SURYAPET,Sugarcane,2017,Kharif     ,1321,108319,82
Telangana,SURYAPET,Sugarcane,2018,Kharif     ,973,76973,79.11
Telangana,SURYAPET,Sugarcane,2019,Kharif     ,175,16451,94.01
Telangana,VIKARABAD,Sugarcane,2016,Kharif     ,1395,68108,48.82
Telangana,VIKARABAD,Sugarcane,2017,Kharif     ,2078,162144,78.03
Telangana,VIKARABAD,Sugarcane,2018,Kharif     ,2716,215834,79.47
Telangana,VIKARABAD,Sugarcane,2019,Kharif     ,1727,133014,77.02
Telangana,WANAPARTHY,Sugarcane,2016,Kharif     ,1452,58730,40.45
Telangana,WANAPARTHY,Sugarcane,2017,Kharif     ,1977,160232,81.05
Telangana,WANAPARTHY,Sugarcane,2018,Kharif     ,1956,155046,79.27
Telangana,WANAPARTHY,Sugarcane,2019,Kharif     ,1002,79002,78.84
